Volume of exports of major arms by the top 100 largest suppliers  1950-1980;
,6,49,Germany,,,,38,29,24,24,44,25,93,156,12,154,141,437,327,712,759,589,876,1581,1357,1359,223,1189,1422,1658,1928,1606,1429,1598,19789,2.4%,,,Italy (12),Turkiye (11),Greece (8.5),Netherlands (7.9),Belgium (7.1),Norway (5.4),Israel (5.3),Denmark (4.2),Sweden (3.5),Venezuela (2.5),Portugal (2.5),Ecuador (2.5),Peru (2.3),Argentina (2.0),Indonesia (1.8),Pakistan (1.5),unknown recipient(s) (1.5),Canada (1.5),Colombia (1.4),India (1.4),Singapore (1.3),Spain (1.3),Australia (1.3),Malaysia (1.1),Brazil (0.9),Nigeria (0.9),United States (0.9),Thailand (0.8),Chile (0.8),South Africa (0.7),UAE (0.5),France (0.5),Iran (0.3),Saudi Arabia (0.3),United Kingdom (0.3),Ghana (0.2),Philippines (0.2),China (0.2),Switzerland (0.2),Sudan (0.1),Yugoslavia (0.1),Kenya (0.1),Niger (0.1),Iraq (0.1),Morocco (0.1),Zambia (0.0),Malawi (0.0),Brunei (0.0),Uruguay (0.0),Mexico (0.0),Tunisia (0.0),Iceland (0.0),Libya (0.0),Togo (0.0),Tanzania (0.0),Bahrain (0.0),Ethiopia (0.0),Japan (0.0),Katanga (0.0),Lesotho (0.0),Somalia (0.0),El Salvador (0.0),Zimbabwe (0.0),Sierra Leone (0.0),Uganda (0.0),Cameroon (0.0),Malta (0.0),DR Congo (0.0),Rwanda (0.0),Costa Rica (0.0),Burundi (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Germany N,,,,38,29,24,24,44,25,93,156,11,141,124,253,307,541,660,516,717,1227,1224,1185,223,1164,1335,1525,1887,1597,1371,1383,17820,2.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Germany S,,,,,,,0,,,,,1,13,18,183,19,172,90,73,159,354,133,174,,25,87,133,41,9,58,215,1958,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Germany R,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,0,1,11,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,23,China,,,,,3,,39,36,490,403,285,35,47,12,75,387,619,426,746,669,905,1308,1246,658,508,661,580,224,611,553,943,12468,1.5%,,,Pakistan (26),North Korea (26),Albania (17),Viet Nam (12),Egypt (4.5),Romania (4.3),Tanzania (2.4),Sudan (1.9),DR Congo (1.2),Bangladesh (0.9),Cambodia (0.7),Somalia (0.6),Zambia (0.5),Sri Lanka (0.5),Indonesia (0.5),Guinea (0.4),Congo (0.2),Sierra Leone (0.2),FNLA (Angola)* (0.2),Cameroon (0.1),Tunisia (0.1),Khmer Rouge (Cambodia)* (0.1),Laos (0.1),Viet Minh (France)* (0.0),Libya (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,China N,,,,,,,39,36,361,361,285,35,47,12,66,328,588,416,736,669,898,1301,1232,639,502,657,560,204,577,552,943,12043,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,China S,,,,,3,,,,129,42,,,,,8,60,30,9,10,,7,7,14,19,7,5,20,20,34,1,,425,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,63,Italy,119,106,24,1,11,138,263,283,239,8,105,246,262,241,385,296,243,144,197,325,280,383,284,328,409,520,523,505,661,1312,1163,10005,1.2%,,,Germany (16),Iran (12),Venezuela (7.2),Peru (6.6),South Africa (6.2),Libya (5.3),Greece (4.2),Brazil (3.9),Spain (2.9),Morocco (2.7),Turkiye (2.5),Argentina (2.2),Denmark (2.1),Australia (2.1),Indonesia (1.9),Sweden (1.8),Austria (1.5),Israel (1.5),Thailand (1.5),United Kingdom (1.3),Tunisia (1.1),Nigeria (1.1),Somalia (1.0),Egypt (0.9),Zambia (0.9),Netherlands (0.8),Saudi Arabia (0.8),DR Congo (0.7),Portugal (0.6),Oman (0.5),Syria (0.5),Canada (0.5),India (0.5),UAE (0.5),Malaysia (0.4),Lebanon (0.4),Bangladesh (0.4),Soviet Union (0.4),Ghana (0.3),Algeria (0.3),France (0.3),Philippines (0.2),Pakistan (0.2),United States (0.2),South Korea (0.2),Chile (0.2),Uganda (0.1),Ethiopia (0.1),Kenya (0.1),Tanzania (0.1),Zimbabwe (0.1),Ecuador (0.1),Kuwait (0.1),Belgium (0.1),Singapore (0.1),North Yemen (0.0),Myanmar (0.0),New Zealand (0.0),Norway (0.0),Ireland (0.0),Taiwan (0.0),Central African Republic (0.0),Comoros (0.0),Finland (0.0),Rwanda (0.0),Mauritania (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Italy N,83,6,,1,7,102,263,282,239,8,79,246,262,241,384,293,243,144,197,325,280,383,284,328,373,520,523,504,660,1312,1163,9736,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Italy S,36,100,24,,4,36,,1,,,26,,,,1,3,,,,,,0,,,,,,1,1,,,233,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Italy R,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,36,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,119,Switzerland,,,,,,,,,,49,435,493,534,351,394,484,367,262,91,105,18,42,34,54,89,465,573,339,223,486,562,6448,0.8%,,,Germany (31),India (14),Italy (6.8),Saudi Arabia (5.0),South Africa (4.9),Austria (4.4),Argentina (4.3),Spain (4.1),Iran (4.0),Denmark (3.3),Japan (2.9),Netherlands (2.6),Norway (2.6),Singapore (1.8),Brazil (1.5),Canada (1.1),Ecuador (0.8),Finland (0.6),Sweden (0.5),Mexico (0.4),United States (0.4),Myanmar (0.4),Peru (0.4),Chile (0.3),Ghana (0.3),Bolivia (0.3),South Korea (0.2),Iraq (0.2),United Kingdom (0.2),Turkiye (0.2),Nigeria (0.1),Guatemala (0.1),Australia (0.1),Thailand (0.1),Egypt (0.1),Sudan (0.1),Angola (0.0),Chad (0.0),Sierra Leone (0.0),Morocco (0.0),Oman (0.0),Israel (0.0),Uganda (0.0),Somalia (0.0),Colombia (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Switzerland N,,,,,,,,,,49,435,493,534,351,394,484,367,262,91,105,18,42,34,54,89,465,573,339,223,486,562,6448,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Switzerland S,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,20,Canada,38,55,268,76,210,190,297,336,544,119,66,300,188,238,273,121,112,73,198,183,198,290,323,118,113,82,259,138,177,163,116,5863,0.7%,,,United States (25),Germany (7.9),Belgium (6.4),Brazil (5.6),Turkiye (5.5),Peru (4.3),Norway (3.1),France (2.9),United Kingdom (2.8),Denmark (2.2),Australia (2.1),Malaysia (2.0),Tanzania (2.0),Iran (1.9),Zambia (1.9),India (1.9),Kenya (1.8),Spain (1.8),Venezuela (1.4),Greece (1.4),UAE (1.2),Mexico (1.2),Chile (1.1),Netherlands (1.0),Sudan (0.9),South Africa (0.9),Ghana (0.8),DR Congo (0.7),Ecuador (0.7),Colombia (0.6),Portugal (0.6),Italy (0.6),Oman (0.5),Mauritania (0.5),Togo (0.5),Thailand (0.4),Argentina (0.4),Bolivia (0.4),Ethiopia (0.3),Morocco (0.3),Myanmar (0.2),Senegal (0.2),South Korea (0.2),Panama (0.2),Austria (0.1),Israel (0.1),Cameroon (0.1),Kuwait (0.1),Uganda (0.1),Indonesia (0.1),Jamaica (0.1),Angola (0.0),Guatemala (0.0),South Yemen (0.0),Iraq (0.0),Uruguay (0.0),Syria (0.0),Cuba (0.0),Ireland (0.0),North Yemen (0.0),Finland (0.0),Dominican Republic (0.0),United Nations** (0.0),Yugoslavia (0.0),Lebanon (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Canada N,30,52,264,52,123,72,226,216,465,76,37,236,173,228,272,118,108,73,189,174,189,159,153,42,38,82,253,138,171,163,107,4681,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Canada S,7,3,4,24,86,92,14,119,79,44,30,64,15,10,0,3,4,,9,9,9,131,170,76,75,,6,,6,,8,1100,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Canada R,,,,,,25,57,,,,,,,,,,,,,,,,,,,,,,,,,82,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,98,Poland,,,,,,,,,,,5,5,12,111,237,234,319,309,288,323,268,278,276,158,249,316,425,400,336,247,226,5025,0.6%,,,Soviet Union (87),India (5.9),Yugoslavia (2.4),Iraq (1.6),Syria (0.9),East Germany (GDR) (0.8),South Yemen (0.8),Czechoslovakia (0.4),Mongolia (0.3),Bulgaria (0.2),Nigeria (0.1),Egypt (0.0),Indonesia (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Poland N,,,,,,,,,,,5,5,12,111,237,234,319,302,288,323,268,276,276,115,249,316,425,400,336,247,226,4971,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Poland S,,,,,,,,,,,,,,,,,,7,,,,3,,43,,,,0,,,,53,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,84,Netherlands,199,63,20,7,72,255,9,8,51,41,32,105,62,44,91,38,139,95,350,113,5,161,133,206,83,148,293,448,235,243,612,4361,0.5%,,,Indonesia (15),Peru (14),Argentina (12),Germany (6.9),Brazil (6.2),Iran (4.9),Norway (3.3),Nigeria (3.2),Portugal (2.7),Spain (2.6),Sweden (2.4),Australia (2.3),Turkiye (2.1),Ireland (2.1),Algeria (2.0),Belgium (1.6),Italy (1.5),India (1.5),Thailand (1.4),Singapore (1.4),United States (1.2),Senegal (1.2),Malaysia (1.2),Canada (1.1),Ghana (1.0),Sudan (0.8),Colombia (0.6),Finland (0.6),Cote d'Ivoire (0.6),Chile (0.5),Oman (0.5),Israel (0.5),Greece (0.5),Suriname (0.4),Saudi Arabia (0.3),Angola (0.2),Japan (0.1),Ethiopia (0.1),Mexico (0.1),Denmark (0.1),Honduras (0.0),Paraguay (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands N,14,19,14,1,36,255,9,8,51,41,32,73,46,44,91,31,138,78,85,112,,140,117,66,67,148,293,207,175,243,350,2980,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands S,185,44,7,6,36,,,,,,,32,16,1,,7,1,17,1,1,5,22,16,140,16,1,,,50,,214,819,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands R,,,,,,,,,,,,,,,,,,,264,,,,,,,,,241,10,,47,562,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,118,Sweden,27,46,64,165,21,104,95,111,280,15,38,46,44,13,22,32,56,55,60,36,158,547,163,15,75,69,101,75,55,261,157,3006,0.4%,,,Denmark (19),Netherlands (12),Austria (9.1),Colombia (8.2),Malaysia (7.7),Switzerland (7.1),Finland (6.7),Germany (5.0),Chile (4.0),Japan (3.0),France (2.7),Dominican Republic (1.6),Yugoslavia (1.4),Norway (1.2),Tunisia (1.1),Singapore (1.1),Portugal (1.0),Ethiopia (0.9),Brazil (0.8),Indonesia (0.8),Spain (0.7),Trinidad and Tobago (0.7),Nicaragua (0.7),Israel (0.7),Pakistan (0.7),UAE (0.5),Iraq (0.3),United Kingdom (0.2),Nigeria (0.2),Bahrain (0.2),Guatemala (0.2),Zambia (0.2),Oman (0.1),India (0.1),Ireland (0.1),Argentina (0.1),Biafra (0.0),Sierra Leone (0.0),United Nations** (0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sweden N,27,28,27,148,21,78,89,111,280,10,34,26,25,13,22,32,56,55,60,36,158,427,137,14,74,68,62,75,55,244,157,2647,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sweden S,,19,37,17,,27,6,,,5,4,19,19,,,,1,,,,,120,26,1,1,1,39,,,17,,359,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
